Gene	experiment	X18MM1
ECs0937	X18MM1	1707
ECs0938	X18MM1	850
ECs0939	X18MM1	1496
ECs0940	X18MM1	68
ECs0941	X18MM1	27
ECs0942	X18MM1	1322
ECs0943	X18MM1	23799
ECs0944	X18MM1	8312
ECs0945	X18MM1	7087
ECs0946	X18MM1	15633
ECs0947	X18MM1	12083
ECs0948	X18MM1	7998
ECs0949	X18MM1	26
ECs0950	X18MM1	3
ECs0951	X18MM1	10
ECs0952	X18MM1	1050
ECs0953	X18MM1	1705
ECs0954	X18MM1	1855
ECs0955	X18MM1	2407
ECs0956	X18MM1	4972
ECs0957	X18MM1	22579
ECs0958	X18MM1	173
ECs0959	X18MM1	166
ECs0960	X18MM1	1982
ECs0961	X18MM1	4666
ECs0962	X18MM1	2738
ECs0963	X18MM1	10455
ECs0964	X18MM1	2091
ECs0965	X18MM1	2785
ECs0966	X18MM1	6381
ECs0967	X18MM1	3104
ECs0968	X18MM1	28873
serW	X18MM1	340
ECs0969	X18MM1	26176
ECs0970	X18MM1	2937
ECs0971	X18MM1	5575
ECs0972	X18MM1	2206
ECs0973	X18MM1	21567
ECs0974	X18MM1	16348
ECs0975	X18MM1	27998
ECs0976	X18MM1	4842
ECs0977	X18MM1	6414
ECs0978	X18MM1	32182
ECs0979	X18MM1	455
ECs0980	X18MM1	138
ECs0981	X18MM1	2549
ECs0982	X18MM1	38685
ECs0983	X18MM1	1594
ECs0984	X18MM1	481
ECs0985	X18MM1	3535
ECs0986	X18MM1	109946
ECs0987	X18MM1	4569
ECs0988	X18MM1	35082
ECs0989	X18MM1	1286
ECs0990	X18MM1	42211
ECs0991	X18MM1	13556
ECs0992	X18MM1	261
ECs0993	X18MM1	21451
ECs0994	X18MM1	490027
ECs0995	X18MM1	16273
ECs0996	X18MM1	1236
ECs0997	X18MM1	16727
ECs0998	X18MM1	6913
ECs0999	X18MM1	3360
ECs1000	X18MM1	582
ECs1001	X18MM1	3878
ECs1002	X18MM1	1301
ECs1003	X18MM1	898
ECs1004	X18MM1	2915
ECs1005	X18MM1	3376
ECs1006	X18MM1	2618
ECs1007	X18MM1	17734
ECs1008	X18MM1	11771
ECs1009	X18MM1	18274
ECs1010	X18MM1	15951
ECs1011	X18MM1	72589
ECs1012	X18MM1	103320
ECs1013	X18MM1	36332
ECs1014	X18MM1	32697
ECs1015	X18MM1	12854
ECs1016	X18MM1	498
ECs1017	X18MM1	147
ECs1018	X18MM1	446
ECs1019	X18MM1	494
ECs1020	X18MM1	403
ECs1021	X18MM1	114
ECs1022	X18MM1	38
ECs1023	X18MM1	57
ECs1024	X18MM1	236
ECs1025	X18MM1	311
ECs1026	X18MM1	23
ECs1027	X18MM1	55
ECs1028	X18MM1	275
ECs1029	X18MM1	13285
ECs1030	X18MM1	2170
ECs1031	X18MM1	4013
ECs1032	X18MM1	14105
ECs1033	X18MM1	15234
ECs1034	X18MM1	5812
ECs1035	X18MM1	9447
ECs1036	X18MM1	3626
ECs1037	X18MM1	11153
ECs1038	X18MM1	25732
ECs1039	X18MM1	13409
ECs1040	X18MM1	2466
ECs1041	X18MM1	491803
ECs1042	X18MM1	6218
ECs1043	X18MM1	741
ECs1044	X18MM1	7188
ECs1045	X18MM1	2202
ECs1046	X18MM1	2857
ECs1047	X18MM1	1559
ECs1048	X18MM1	1041
ECs1049	X18MM1	3512
ECs1050	X18MM1	5257
ECs1051	X18MM1	4697
ECs1052	X18MM1	1051
ECs1053	X18MM1	2700
ECs1054	X18MM1	47149
ECs1055	X18MM1	823
ECs1056	X18MM1	74
ECs1057	X18MM1	705
ECs1058	X18MM1	15
ECs1059	X18MM1	15
dicF1	X18MM1	8
ECs1060	X18MM1	32
ECs1061	X18MM1	26
ECs1062	X18MM1	15
ECs1063	X18MM1	66
ECs1064	X18MM1	23
ECs1065	X18MM1	46
ECs1066	X18MM1	54
ECs1067	X18MM1	8428
ECs1068	X18MM1	4325
ECs1069	X18MM1	6398
ECs1070	X18MM1	194
ECs1071	X18MM1	138
ECs1072	X18MM1	498
ECs1073	X18MM1	433
ECs1074	X18MM1	149
ECs1075	X18MM1	272
ECs1076	X18MM1	137
ECs1077	X18MM1	194
ECs1078	X18MM1	149
ECs1079	X18MM1	903
ECs1080	X18MM1	3787
ECs1081	X18MM1	84
ECs1082	X18MM1	188
ECs1083	X18MM1	18
ECs1084	X18MM1	48
ECs1085	X18MM1	252
ECs1086	X18MM1	694
ECs1087	X18MM1	1155
ileZ1	X18MM1	10
argN1	X18MM1	0
argO1	X18MM1	115
ECs1088	X18MM1	1438
ECs1089	X18MM1	648
ECs1090	X18MM1	1107
ECs1091	X18MM1	50
ECs1093	X18MM1	12
ECs1092	X18MM1	0
ECs1094	X18MM1	8
ECs1095	X18MM1	12
ECs1096	X18MM1	138
ECs1098	X18MM1	83
ECs1097	X18MM1	35
ECs1099	X18MM1	31
ECs1100	X18MM1	11
ECs1101	X18MM1	472
ECs1102	X18MM1	161
ECs1103	X18MM1	98
ECs1104	X18MM1	1172
ECs1105	X18MM1	79
ECs1106	X18MM1	352
ECs1107	X18MM1	457
ECs1108	X18MM1	118
ECs1109	X18MM1	73
ECs1110	X18MM1	77
ECs1111	X18MM1	119
ECs1112	X18MM1	132
ECs1113	X18MM1	78
ECs1114	X18MM1	294
ECs1115	X18MM1	13
ECs1116	X18MM1	64
ECs1117	X18MM1	101
ECs1118	X18MM1	73
ECs1119	X18MM1	70
ECs1120	X18MM1	2568
ECs1121	X18MM1	2299
ECs1122	X18MM1	158
ECs1123	X18MM1	904
ECs1124	X18MM1	69
ECs1126	X18MM1	461
ECs1125	X18MM1	38
ECs1127	X18MM1	766
serT	X18MM1	369
ECs1128	X18MM1	140
ECs1129	X18MM1	270
ECs1130	X18MM1	175
ECs1131	X18MM1	142
ECs1132	X18MM1	88
ECs1133	X18MM1	212
ECs1134	X18MM1	657
ECs1135	X18MM1	460
ECs1136	X18MM1	1049
ECs1137	X18MM1	1882
ECs1138	X18MM1	168
ECs1139	X18MM1	564
ECs1140	X18MM1	1110
ECs1141	X18MM1	420
ECs1142	X18MM1	692
ECs1143	X18MM1	5676
ECs1144	X18MM1	184
ECs1145	X18MM1	2992
ECs1146	X18MM1	540
ECs1147	X18MM1	216
ECs1148	X18MM1	485
ECs1149	X18MM1	287
ECs1150	X18MM1	481
ECs1151	X18MM1	139
ECs1152	X18MM1	359
ECs1153	X18MM1	822
ECs1154	X18MM1	1687
ECs1155	X18MM1	9551
ECs1156	X18MM1	52
ECs1157	X18MM1	17
ECs1158	X18MM1	5426
ECs1159	X18MM1	11424
ECs1160	X18MM1	7690
ECs1161	X18MM1	145
ECs1162	X18MM1	106
ECs1163	X18MM1	68
ECs1164	X18MM1	147
ECs1165	X18MM1	46
ECs1166	X18MM1	31
ECs1167	X18MM1	30
ECs1168	X18MM1	79
ECs1169	X18MM1	290
ECs1170	X18MM1	25
ECs1171	X18MM1	922
ECs1172	X18MM1	606
ECs1173	X18MM1	4
ECs1174	X18MM1	70
ECs1175	X18MM1	2037
ECs1176	X18MM1	906
ECs1177	X18MM1	0
ECs1178	X18MM1	0
ECs1179	X18MM1	3045
ECs1180	X18MM1	67
ECs1181	X18MM1	135
ECs1182	X18MM1	81
ECs1183	X18MM1	4956
ECs1184	X18MM1	10485
ECs1185	X18MM1	8591
ECs1186	X18MM1	142
ECs1187	X18MM1	409
ECs1188	X18MM1	24
ECs1189	X18MM1	200
ECs1190	X18MM1	318
ECs1191	X18MM1	31
ECs1192	X18MM1	136
ECs1193	X18MM1	140
ECs1194	X18MM1	100
ECs1195	X18MM1	338
ECs1196	X18MM1	66
ECs1197	X18MM1	48
ECs1198	X18MM1	253
ECs1199	X18MM1	509
ECs1200	X18MM1	35
ECs1201	X18MM1	100
ECs1202	X18MM1	5
ECs1203	X18MM1	99
ECs1204	X18MM1	13307
ileZ2	X18MM1	868
argN2	X18MM1	2
argO2	X18MM1	1228
ECs1205	X18MM1	251
ECs1206	X18MM1	447
ECs1207	X18MM1	1848
ECs1208	X18MM1	3390
ECs1209	X18MM1	1386
ECs1210	X18MM1	3
ECs1211	X18MM1	87
ECs1212	X18MM1	84
ECs1213	X18MM1	184
ECs1214	X18MM1	72
ECs1215	X18MM1	118
ECs1216	X18MM1	0
ECs1217	X18MM1	3232
ECs1218	X18MM1	102
ECs1219	X18MM1	178
ECs1220	X18MM1	673
ECs1221	X18MM1	1524
ECs1222	X18MM1	470
ECs1223	X18MM1	779
ECs1224	X18MM1	264
ECs1225	X18MM1	115
ECs1226	X18MM1	177
ECs1227	X18MM1	242
ECs1228	X18MM1	466
ECs1229	X18MM1	48
ECs1230	X18MM1	20
ECs1231	X18MM1	211
ECs1232	X18MM1	963
ECs1233	X18MM1	609
ECs1234	X18MM1	56
ECs1235	X18MM1	217
ECs1236	X18MM1	702
ECs1237	X18MM1	1084
ECs1238	X18MM1	134
ECs1239	X18MM1	55
ECs1240	X18MM1	64
ECs1241	X18MM1	559
ECs1242	X18MM1	6600
ECs1243	X18MM1	2383
ECs1244	X18MM1	12074
ECs1245	X18MM1	13593
ECs1246	X18MM1	379
ECs1247	X18MM1	345
ECs1248	X18MM1	134
ECs1249	X18MM1	54
ECs1250	X18MM1	36
ECs1251	X18MM1	1334
ECs1252	X18MM1	620
ECs1253	X18MM1	57
ECs1254	X18MM1	98
ECs1255	X18MM1	118
ECs1256	X18MM1	58
ECs1257	X18MM1	173
ECs1258	X18MM1	662
ECs1259	X18MM1	1118
ECs1260	X18MM1	1671
ECs1261	X18MM1	3616
ECs1262	X18MM1	1138
ECs1263	X18MM1	586
ECs1264	X18MM1	971
ECs1265	X18MM1	787
ECs1266	X18MM1	1139
ECs1267	X18MM1	139
ECs1268	X18MM1	164
ECs1269	X18MM1	189
ECs1270	X18MM1	350
ECs1271	X18MM1	147
ECs1272	X18MM1	1750
ECs1273	X18MM1	335
ECs1274	X18MM1	1071
ECs1275	X18MM1	120
ECs1276	X18MM1	835
ECs1277	X18MM1	1887
ECs1278	X18MM1	821
ECs1279	X18MM1	239
ECs1280	X18MM1	152
ECs1281	X18MM1	9
ECs1282	X18MM1	1326
ECs1283	X18MM1	38
ECs1284	X18MM1	13
ECs1285	X18MM1	43
ECs1286	X18MM1	25
ECs1287	X18MM1	14
ECs1288	X18MM1	213
ECs1289	X18MM1	419
ECs1290	X18MM1	305
ECs1291	X18MM1	116
ECs1292	X18MM1	52
ECs1293	X18MM1	67
ECs1294	X18MM1	61
ECs1295	X18MM1	21
ECs1296	X18MM1	136
ECs1297	X18MM1	28
ECs1298	X18MM1	113
ECs1299	X18MM1	410
ECs1300	X18MM1	458
ECs1301	X18MM1	127
ECs1302	X18MM1	239
ECs1303	X18MM1	355
ECs1304	X18MM1	41
ECs1305	X18MM1	2419
ECs1306	X18MM1	871
ECs1307	X18MM1	9214
ECs1308	X18MM1	386
ECs1309	X18MM1	280
ECs1310	X18MM1	192
ECs1311	X18MM1	585
ECs1312	X18MM1	251
ECs1313	X18MM1	31
ECs1314	X18MM1	17
ECs1315	X18MM1	21
ECs1316	X18MM1	256
ECs1317	X18MM1	498
ECs1318	X18MM1	8
ECs1319	X18MM1	202
ECs1320	X18MM1	237
ECs1321	X18MM1	1194
ECs1322	X18MM1	508
ECs1323	X18MM1	490
ECs1324	X18MM1	3532
ECs1325	X18MM1	472
ECs1326	X18MM1	575
ECs1327	X18MM1	662
ECs1328	X18MM1	789
ECs1329	X18MM1	670
ECs1330	X18MM1	4283
ECs1331	X18MM1	12768
ECs1332	X18MM1	826
ECs1333	X18MM1	648
ECs1334	X18MM1	1647
ECs1335	X18MM1	1087
ECs1336	X18MM1	362
ECs1337	X18MM1	296
ECs1338	X18MM1	127
ECs1339	X18MM1	2163
ECs1340	X18MM1	1356
ECs1341	X18MM1	357
ECs1342	X18MM1	392
ECs1343	X18MM1	1075
ECs1344	X18MM1	1935
ECs1345	X18MM1	1057
ECs1346	X18MM1	516
ECs1347	X18MM1	203
ECs1348	X18MM1	319
ECs1349	X18MM1	381
ECs1350	X18MM1	440
ECs1351	X18MM1	1562
ECs1352	X18MM1	2047
ECs1353	X18MM1	807
ECs1354	X18MM1	3965
ECs1355	X18MM1	6751
ECs1356	X18MM1	7534
ECs1357	X18MM1	482
ECs1358	X18MM1	2223
ECs1359	X18MM1	4546
ECs1360	X18MM1	932
ECs1361	X18MM1	2
ECs1362	X18MM1	152
ECs1363	X18MM1	156
ECs1364	X18MM1	235
ECs1365	X18MM1	310
ECs1366	X18MM1	672
ECs1367	X18MM1	382
ECs1368	X18MM1	59
ECs1369	X18MM1	150
ECs1370	X18MM1	243
ECs1371	X18MM1	56
ECs1372	X18MM1	203
ECs1373	X18MM1	364
ECs1374	X18MM1	171
ECs1375	X18MM1	19
ECs1376	X18MM1	472
ECs1377	X18MM1	887
ECs1378	X18MM1	1721
ECs1379	X18MM1	1030
ECs1380	X18MM1	1449
ECs1381	X18MM1	389
ECs1382	X18MM1	226
ECs1383	X18MM1	54
ECs1384	X18MM1	133
ECs1385	X18MM1	4
ECs1386	X18MM1	244
ECs1387	X18MM1	113
ECs1388	X18MM1	135
ECs1389	X18MM1	121
ECs1390	X18MM1	22
ECs1391	X18MM1	541
ECs1392	X18MM1	10
ECs1393	X18MM1	189
ECs1394	X18MM1	48
ECs1395	X18MM1	47
ECs1396	X18MM1	1319
ECs1397	X18MM1	1212
ECs1398	X18MM1	451
ECs1399	X18MM1	438
ECs1400	X18MM1	413
ECs1401	X18MM1	76
ECs1402	X18MM1	132
ECs1403	X18MM1	187
ECs1404	X18MM1	267
ECs1405	X18MM1	341
ECs1406	X18MM1	109
ECs1407	X18MM1	335
ECs1408	X18MM1	190
ECs1409	X18MM1	1196
serX	X18MM1	257
ECs1410	X18MM1	3928
ECs1411	X18MM1	8453
ECs1412	X18MM1	7018
ECs1413	X18MM1	4927
ECs1414	X18MM1	592
ECs1415	X18MM1	57
ECs1416	X18MM1	82
ECs1417	X18MM1	404
ECs1418	X18MM1	8
ECs1419	X18MM1	35
ECs1420	X18MM1	90
ECs1421	X18MM1	75
ECs1422	X18MM1	174
ECs1423	X18MM1	1365
ECs1424	X18MM1	1847
ECs1425	X18MM1	2208
ECs1426	X18MM1	14992
ECs1427	X18MM1	20811
ECs1428	X18MM1	1672
ECs1429	X18MM1	3222
ECs1430	X18MM1	0
ECs1431	X18MM1	138
ECs1432	X18MM1	5289
ECs1433	X18MM1	13955
ECs1434	X18MM1	4683
ECs1435	X18MM1	1311
ECs1436	X18MM1	72
ECs1437	X18MM1	4703
ECs1438	X18MM1	8267
ECs1439	X18MM1	2835
ECs1440	X18MM1	20113
ECs1441	X18MM1	4274
ECs1442	X18MM1	7585
ECs1443	X18MM1	648
ECs1444	X18MM1	1385
ECs1445	X18MM1	1102
ECs1446	X18MM1	1559
ECs1447	X18MM1	2716
ECs1448	X18MM1	1028
ECs1449	X18MM1	808
ECs1450	X18MM1	417
ECs1451	X18MM1	66
ECs1452	X18MM1	60
ECs1453	X18MM1	213
ECs1454	X18MM1	665
ECs1455	X18MM1	158
ECs1456	X18MM1	217
ECs1457	X18MM1	91
ECs1458	X18MM1	160
ECs1459	X18MM1	103
ECs1460	X18MM1	1671
ECs1461	X18MM1	2120
ECs1462	X18MM1	37682
ECs1463	X18MM1	5962
ECs1464	X18MM1	4696
ECs1465	X18MM1	8170
ECs1466	X18MM1	117467
ECs1467	X18MM1	74284
ECs1468	X18MM1	28209
ECs1469	X18MM1	14945
ECs1470	X18MM1	23190
ECs1471	X18MM1	63534
ECs1472	X18MM1	123331
ECs1473	X18MM1	67849
ECs1474	X18MM1	1053
ECs1475	X18MM1	2362
ECs1476	X18MM1	3158
ECs1477	X18MM1	5171
ECs1478	X18MM1	13692
ECs1479	X18MM1	22570
ECs1480	X18MM1	1079
ECs1481	X18MM1	5207
ECs1482	X18MM1	4656
ECs1483	X18MM1	6062
ECs1484	X18MM1	1796
ECs1485	X18MM1	3776
ECs1486	X18MM1	4095
ECs1487	X18MM1	3324
ECs1488	X18MM1	3772
ECs1489	X18MM1	1440
ECs1490	X18MM1	863
ECs1491	X18MM1	8459
ECs1492	X18MM1	18595
ECs1493	X18MM1	213
ECs1494	X18MM1	4227
ECs1495	X18MM1	3252
ECs1496	X18MM1	5068
ECs1497	X18MM1	4390
ECs1498	X18MM1	4617
ECs1499	X18MM1	15814
ECs1500	X18MM1	5003
ECs1501	X18MM1	856
ECs1502	X18MM1	185
ECs1503	X18MM1	385
ECs1504	X18MM1	692
ECs1505	X18MM1	248
ECs1506	X18MM1	4213
ECs1507	X18MM1	66
ECs1508	X18MM1	90
ECs1509	X18MM1	160
ECs1510	X18MM1	51
ECs1511	X18MM1	63
ECs1512	X18MM1	28
ECs1513	X18MM1	27
ECs1514	X18MM1	28
ECs1515	X18MM1	64
ECs1516	X18MM1	198
ECs1517	X18MM1	40
ECs1518	X18MM1	392
ECs1519	X18MM1	1605
ECs1520	X18MM1	5223
ECs1521	X18MM1	137
ECs1522	X18MM1	264
ECs1523	X18MM1	69
ECs1524	X18MM1	893
ECs1526	X18MM1	1395
ECs1525	X18MM1	12
ECs1527	X18MM1	1257
ECs1528	X18MM1	38
ECs1529	X18MM1	25
ECs1530	X18MM1	22
ECs1531	X18MM1	108
ECs1532	X18MM1	156
ECs1533	X18MM1	120
ECs1534	X18MM1	127
ECs1535	X18MM1	0
ECs1536	X18MM1	133
ECs1537	X18MM1	412
ECs1538	X18MM1	138
ECs1539	X18MM1	672
ECs1540	X18MM1	190
ECs1541	X18MM1	123
ECs1542	X18MM1	250
ECs1543	X18MM1	216
ECs1544	X18MM1	863
ECs1545	X18MM1	116
ECs1546	X18MM1	98
ECs1547	X18MM1	165
ECs1548	X18MM1	59
ECs1549	X18MM1	299
ECs1550	X18MM1	153
ECs1551	X18MM1	95
ECs1552	X18MM1	23
ECs1553	X18MM1	412
ECs1554	X18MM1	41
ECs1555	X18MM1	1339
ECs1556	X18MM1	2523
ECs1557	X18MM1	645
ECs1558	X18MM1	132
ECs1559	X18MM1	36
ECs1560	X18MM1	417
ECs1561	X18MM1	739
ECs1562	X18MM1	38
ECs1563	X18MM1	285
ECs1564	X18MM1	1436
ECs1565	X18MM1	581
ECs1566	X18MM1	426
ECs1567	X18MM1	453
ECs1568	X18MM1	1005
ECs1569	X18MM1	161
ECs1570	X18MM1	4663
ECs1571	X18MM1	19785
ECs1572	X18MM1	7733
ECs1573	X18MM1	20816
ECs1574	X18MM1	1008
ECs1575	X18MM1	200
ECs1576	X18MM1	3616
ECs1577	X18MM1	24
ECs1578	X18MM1	21
ECs1579	X18MM1	7
ECs1580	X18MM1	24
ECs1581	X18MM1	6
ECs1582	X18MM1	51
ECs1583	X18MM1	34
ECs1584	X18MM1	86
ECs1585	X18MM1	43
ECs1586	X18MM1	18
ECs1587	X18MM1	29
ECs1588	X18MM1	30
ECs1589	X18MM1	606
ECs1590	X18MM1	440
ECs1591	X18MM1	130
ECs1592	X18MM1	372
ECs1593	X18MM1	109
ECs1594	X18MM1	79
ECs1595	X18MM1	99
ECs1596	X18MM1	86
ECs1597	X18MM1	218
ECs1598	X18MM1	1351
ECs1599	X18MM1	396
ECs1600	X18MM1	863
ECs1601	X18MM1	9100
ECs1602	X18MM1	8481
ECs1603	X18MM1	82842
ECs1604	X18MM1	10880
ECs1605	X18MM1	39473
ECs1606	X18MM1	4053
ECs1607	X18MM1	4165
ECs1608	X18MM1	220163
ECs1609	X18MM1	394
ECs1610	X18MM1	31
ECs1611	X18MM1	1196
ECs1612	X18MM1	855
ECs1613	X18MM1	88
ECs1614	X18MM1	546
ECs1615	X18MM1	212
ECs1616	X18MM1	121
ECs1617	X18MM1	20
ECs1618	X18MM1	44
ECs1619	X18MM1	107
ECs1620	X18MM1	187
ECs1621	X18MM1	131
ECs1622	X18MM1	218
ECs1623	X18MM1	121
ECs1624	X18MM1	0
ECs1625	X18MM1	802
ECs1626	X18MM1	36
ECs1627	X18MM1	126
ECs1628	X18MM1	117
ECs1629	X18MM1	159
ECs1630	X18MM1	480
ECs1631	X18MM1	39
ECs1632	X18MM1	502
ECs1633	X18MM1	223
ECs1634	X18MM1	121
ECs1635	X18MM1	254
ECs1636	X18MM1	43
ECs1637	X18MM1	59
ECs1638	X18MM1	98
ECs1639	X18MM1	139
ECs1640	X18MM1	161
ECs1641	X18MM1	132
ECs1642	X18MM1	68
ECs1643	X18MM1	654
ECs1644	X18MM1	59
ECs1645	X18MM1	174
ECs1646	X18MM1	80
ECs1647	X18MM1	111
ECs1648	X18MM1	1491
ECs1649	X18MM1	245
ECs1650	X18MM1	699
ECs1651	X18MM1	213
ECs1652	X18MM1	9355
ECs1653	X18MM1	4844
ECs1654	X18MM1	6221
ECs1655	X18MM1	8159
ECs1656	X18MM1	2628
ECs1657	X18MM1	127
ECs1658	X18MM1	69
ECs1659	X18MM1	103
ECs1660	X18MM1	911
ECs1661	X18MM1	22
ECs1662	X18MM1	2254
ECs1663	X18MM1	3573
ECs1664	X18MM1	9530
ECs1665	X18MM1	1627
ECs1666	X18MM1	3223
ECs1667	X18MM1	6618
ECs1668	X18MM1	5186
ECs1669	X18MM1	21264
ECs1670	X18MM1	14365
ECs1671	X18MM1	1529
ECs1672	X18MM1	699
ECs1673	X18MM1	81
ECs1674	X18MM1	5873
ECs1675	X18MM1	15205
ECs1676	X18MM1	5960
ECs1677	X18MM1	298
ECs1678	X18MM1	933
ECs1679	X18MM1	1566
ECs1680	X18MM1	9352
ECs1681	X18MM1	10123
ECs1682	X18MM1	11517
ECs1683	X18MM1	38528
ECs1684	X18MM1	3795
ECs1685	X18MM1	1867
ECs1686	X18MM1	8136
ECs1688	X18MM1	3854
ECs1687	X18MM1	4697
ECs1689	X18MM1	2191
ECs1690	X18MM1	214
ECs1691	X18MM1	1489
ECs1692	X18MM1	914
ECs1693	X18MM1	868
ECs1694	X18MM1	79
ECs1695	X18MM1	20
ECs1696	X18MM1	175
ECs1697	X18MM1	309
ECs1698	X18MM1	377
ECs1699	X18MM1	345
ECs1700	X18MM1	16
ECs1701	X18MM1	1158
ECs1702	X18MM1	1317
ECs1703	X18MM1	2303
ECs1704	X18MM1	1053
ECs1705	X18MM1	2117
ECs1706	X18MM1	2802
ECs1707	X18MM1	3882
ECs1708	X18MM1	38213
ECs1709	X18MM1	6500
ECs1710	X18MM1	2774
ECs1711	X18MM1	7898
ECs1712	X18MM1	120364
ECs1713	X18MM1	30895
ECs1714	X18MM1	9634
ECs1715	X18MM1	20300
ECs1716	X18MM1	14957
ECs1717	X18MM1	6258
ECs1718	X18MM1	2050
ECs1719	X18MM1	11240
ECs1720	X18MM1	29725
ECs1721	X18MM1	22728
ECs1722	X18MM1	3197
ECs1723	X18MM1	7565
ECs1724	X18MM1	3456
ECs1725	X18MM1	1374
ECs1726	X18MM1	8209
ECs1727	X18MM1	10779
ECs1728	X18MM1	535
ECs1729	X18MM1	2019
ECs1730	X18MM1	1544
ECs1731	X18MM1	470
ECs1732	X18MM1	1319
ECs1733	X18MM1	593
tyrV	X18MM1	4280
tyrT	X18MM1	4543
ECs1734	X18MM1	16691
ECs1735	X18MM1	5950
ECs1736	X18MM1	19144
ECs1737	X18MM1	20862
ECs1738	X18MM1	33007
ECs1739	X18MM1	133241
ECs1740	X18MM1	2809
ECs1741	X18MM1	192828
ECs1742	X18MM1	1868
ECs1743	X18MM1	14571
ECs1744	X18MM1	1644
ECs1745	X18MM1	2337
ECs1746	X18MM1	2954
ECs1747	X18MM1	4412
ECs1748	X18MM1	7571
ECs1749	X18MM1	7631
ECs1750	X18MM1	3926
ECs1751	X18MM1	5271
ECs1752	X18MM1	2845
ECs1753	X18MM1	4185
ECs1754	X18MM1	9641
ECs1755	X18MM1	13480
ECs1756	X18MM1	302
ECs1757	X18MM1	874
ECs1758	X18MM1	408
ECs1759	X18MM1	1451
ECs1760	X18MM1	33
ECs1761	X18MM1	31
dicF4	X18MM1	37
ECs1762	X18MM1	193
ECs1763	X18MM1	176
ECs1764	X18MM1	386
ECs1765	X18MM1	2179
ECs1766	X18MM1	88
ECs1767	X18MM1	710
ECs1768	X18MM1	352
ECs1769	X18MM1	130
ECs1770	X18MM1	246
ECs1771	X18MM1	54
ECs1772	X18MM1	1003
ECs1773	X18MM1	23513
ECs1774	X18MM1	132
ECs1775	X18MM1	452
ECs1776	X18MM1	424
ECs1777	X18MM1	53
ECs1778	X18MM1	206
ECs1779	X18MM1	2254
ECs1780	X18MM1	1659
ileZ3	X18MM1	870
argO3	X18MM1	1399
ECs1781	X18MM1	2475
ECs1782	X18MM1	65
ECs1783	X18MM1	134
ECs1784	X18MM1	161
ECs1785	X18MM1	185
ECs1786	X18MM1	240
ECs1787	X18MM1	0
ECs1788	X18MM1	100
ECs1789	X18MM1	183
ECs1790	X18MM1	39
ECs1791	X18MM1	207
ECs1792	X18MM1	231
ECs1793	X18MM1	285
ECs1794	X18MM1	13
ECs1795	X18MM1	395
ECs1796	X18MM1	15
ECs1797	X18MM1	40
ECs1798	X18MM1	77
ECs1799	X18MM1	34
ECs1800	X18MM1	269
ECs1801	X18MM1	222
ECs1802	X18MM1	204
ECs1803	X18MM1	601
ECs1804	X18MM1	30
ECs1805	X18MM1	156
ECs1806	X18MM1	2316
ECs1807	X18MM1	629
ECs1808	X18MM1	235
ECs1809	X18MM1	304
ECs1810	X18MM1	51
ECs1811	X18MM1	43
ECs1812	X18MM1	1117
ECs1813	X18MM1	990
ECs1814	X18MM1	4699
ECs1815	X18MM1	773
ECs1816	X18MM1	271
ECs1817	X18MM1	655
ECs1818	X18MM1	9901
ECs1819	X18MM1	326
ECs1820	X18MM1	613
ECs1821	X18MM1	607
ECs1822	X18MM1	137
ECs1823	X18MM1	88
ECs1824	X18MM1	2403
ECs1825	X18MM1	5602
ECs1826	X18MM1	806
ECs1827	X18MM1	115
ECs1828	X18MM1	236
ECs1829	X18MM1	10109
ECs1830	X18MM1	11028
ECs1831	X18MM1	5583
ECs1832	X18MM1	10046
ECs1833	X18MM1	12597
ECs1834	X18MM1	12119
ECs1835	X18MM1	11926
ECs1836	X18MM1	38014
ECs1837	X18MM1	2640
ECs1838	X18MM1	7769
ECs1839	X18MM1	10945
ECs1840	X18MM1	3873
ECs1841	X18MM1	29838
ECs1842	X18MM1	6010
ECs1843	X18MM1	5850
ECs1844	X18MM1	11715
ECs1845	X18MM1	6837
ECs1846	X18MM1	104562
ECs1847	X18MM1	24805
ECs1848	X18MM1	4444
ECs1849	X18MM1	36446
ECs1850	X18MM1	11246
ECs1851	X18MM1	11558
ECs1852	X18MM1	8659
ECs1853	X18MM1	16817
ECs1854	X18MM1	14508
ECs1855	X18MM1	4673
ECs1856	X18MM1	23717
ECs1857	X18MM1	4837
ECs1858	X18MM1	12283
ECs1859	X18MM1	106572
ECs1860	X18MM1	48684
ECs1861	X18MM1	76067
ECs1862	X18MM1	470
ECs1863	X18MM1	406
ECs1864	X18MM1	931
ECs1865	X18MM1	545
ECs1866	X18MM1	1270
ECs1867	X18MM1	3814
ECs1868	X18MM1	4825
ECs1869	X18MM1	2236
ECs1870	X18MM1	3512
ECs1871	X18MM1	10337
ECs1872	X18MM1	5471
ECs1873	X18MM1	3422
ECs1874	X18MM1	14638
ECs1875	X18MM1	6377
ECs1876	X18MM1	5536
ECs1877	X18MM1	4394
ECs1878	X18MM1	2403
ECs1879	X18MM1	4600
ECs1880	X18MM1	2493
ECs1881	X18MM1	8479
ECs1882	X18MM1	845
ECs1883	X18MM1	1095
ECs1884	X18MM1	538
ECs1885	X18MM1	1911
ECs1886	X18MM1	118
ECs1887	X18MM1	134
ECs1888	X18MM1	46
ECs1889	X18MM1	44
ECs1890	X18MM1	154
ECs1891	X18MM1	271
ECs1892	X18MM1	101
